KNUMBER|APPLICANT|CONTACT|STREET1|STREET2|CITY|STATE|COUNTRY_CODE|ZIP|POSTAL_CODE|DATERECEIVED|DECISIONDATE|DECISION|REVIEWADVISECOMM|PRODUCTCODE|STATEORSUMM|CLASSADVISECOMM|SSPINDICATOR|TYPE|THIRDPARTY|EXPEDITEDREVIEW|DEVICENAME
K202340|HTL-Strefa S.A.|Aleksandra  Prazmowska-Wilanowska|Adamowek 7||Ozorkow||PL|95-035|95-035|08/17/2020|10/15/2020|SESE|HO|FMI|Summary|HO||Traditional|N||Droplet Pen Needle 30G & 33G
K202347|AngioDynamics, Inc.|Brandon M. Brackett|26 Forest Street, Suite 200||Marlborough|MA|US|01752|01752|08/18/2020|09/15/2020|SESE|CV|KRA|Summary|CV||Special|N||UNIFUSE Infusion System with Cooper Wire
K202349|Canon Medical Systems Corporation|Paul  Biggins|1385 Shimoishigami||Otawara-shi||JP|324-8550|324-8550|08/18/2020|10/15/2020|SESE|RA|KPS|Summary|RA||Traditional|N||Cartesion Prime, PCD-1000A, V10.7
K202354|Hunan Heng Chang Pharmaceutical Co., Ltd.|Tao  Jingfeng|Floor 2,3, 102 of Building 16, Standard Plant of Shanhe|Pharmaceutical and Health|Changsha||CN|410000|410000|08/19/2020|09/08/2020|SESE|HO|FXX|Summary|SU||Traditional|N||Surgical Mask-Model Number CW01
K202357|Three Circles Consulting Limited|Matthew  Theobald|MED IC4, Keele University Science & Innovation Park||Keele||GB|ST5 5NL|ST5 5NL|08/19/2020|10/01/2020|SESE|GU|PIF|Statement|GU||Traditional|N||Nutricare Clear-ISOSAF Nasogastric Feeding Tube
K202360|Ziehm Imaging GmbH|Stefan  Fidler|Lina-Ammon-Strasse 10||Nuremberg||DE|90471|90471|08/19/2020|09/16/2020|SESE|RA|OWB|Summary|RA||Special|N||Ziehm Vision RFD 3D
K202364|Canon Medical Systems Corporation|Paul  Biggins|1385 Shimoishigami||Otawara-shi||JP|324-8550|324-8550|08/19/2020|10/15/2020|SESE|RA|IYN|Summary|RA||Traditional|N||Aplio a550, Aplio a450, Aplio a, Diagnostic Ultrasound System, Software V5.1
K202376|Gi Supply, Inc.|Erika  Parry|5069 Ritter Road Suite 104||Mechanicsburg|PA|US|17055|17055|08/20/2020|09/30/2020|SESE|GU|PLL|Summary|GU||Special|N||EverLift Submucosal Lifting Agent
K202394|EOS imaging|Bernard  Ismael|10 rue Mercoeur||Paris||FR|F-75011|F-75011|08/21/2020|09/16/2020|SESE|RA|KPR|Summary|RA||Special|N||EOSedge
K202399|Riverpoint Medical|Amanda  Cole|825 NE 25th Ave.||Portland|OR|US|97232|97232|08/21/2020|09/18/2020|SESE|OR|MBI|Summary|OR||Special|N||OrthoButton FL
K202406|Butterfly Network, Inc.|Brian  Sawin|530 Old Whitfield Street||Guilford|CT|US|06437|06437|08/21/2020|09/16/2020|SESE|RA|IYN|Summary|RA||Traditional|Y||Butterfly iQ Ultrasound System
K202446|Becton, Dickinson, and Company|Avital  Merl|1 Becton Drive||Franklin Lakes|NJ|US|07417|07417|08/26/2020|09/25/2020|SESE|CH|JKA|Summary|CH||Special|N||BD Preset Syringe & BD A-Line Syringe
K202448|Alcon Laboratories, Inc.|Sherri  Lakota|6201 South Freeway||Fort Worth|TX|US|76134-2099|76134-2099|08/26/2020|09/22/2020|SESE|OP|MVN|Summary|OP||Special|N||DAILIES AquaComfort Plus (DACP) / DACP FreshTech / DACP Toric / DACP Multifocal
K202463|Unisources Group LLC|Henry  Shen|7460 NW 52nd Street||Miami|FL|US|33166|33166|08/27/2020|09/18/2020|SESE|HO|FXX|Summary|SU||Traditional|Y||Disposable Surgical Mask
K202477|Endo GI Medical|Omri  Naveh|13 Wadi El Hadj||Nazareth||IL|||08/28/2020|09/24/2020|SESE|GU|FGE|Summary|GU||Special|N||EndoGI S-Path Biliary Stent System
K202478|Boston Scientific Corporation|Stephanie  Gorman|100 Boston Scientific Way||Marlborough|MA|US|01752|01752|08/28/2020|10/08/2020|SESE|GU|FDI|Summary|GU||Special|N||Captivator Single-Use Polypectomy Snares, Captiflex Single-Use Polypectomy Snares
K202479|InnoBioSurg Co., Ltd.|Bo-Yeon  Lim|44-19, Techno 10-ro, Yuseong-gu||Daejeon||KR|34027|34027|08/28/2020|09/23/2020|SESE|DE|DZE|Summary|DE||Special|N||IBS Implant System
K202484|Conformis, Inc.|Nancy  Giezen|600 Technology Park Drive||Billerica|MA|US|01821|01821|08/31/2020|09/24/2020|SESE|OR|LPH|Summary|OR||Special|N||Cordera Hip System
K202499|Diamond Orthotic Laboratory|Matt  Rago|7859 el Cajon Blvd.||La Mesa|CA|US|91942|91942|08/31/2020|09/03/2020|SESE|DE|LRK|Summary|DE||Traditional|Y||Diamond Digital Sleep Orthotic (DDSO)
K202501|Quantib BV|Floor van Leeuwen|Westblaak 106||Rotterdam||NL|3012 KM|3012 KM|08/31/2020|10/11/2020|SESE|RA|LLZ|Summary|RA||Traditional|N||Quantib Prostate
K202522|STRYKER NEUROVASCULAR|Hailey  Hinkle|47900 Bayside Parkway||Fremont|CA|US|94538|94538|09/01/2020|09/25/2020|SESE|NE|MOF|Summary|CV||Special|N||Synchro SELECT Guidewire
K202542|PMT Corporation|Matt  Cree|1500 Park Road||Chanhassen|MN|US|55317|55317|09/02/2020|09/30/2020|SESE|OB|KXP|Statement|OB||Traditional|Y||Allura Vaginal Stent
K202543|Volcano Corporation|Patrick  Juarez|3721 Valley Centre Drive, Ste 500||San Diego|CA|US|92130|92130|09/02/2020|09/28/2020|SESE|CV|DXQ|Summary|CV||Special|N||OmniWire Pressure Guide Wire, 185 cm Straight Tip, OmniWire Pressure Guide Wire, 185 cm J-Tip
K202546|DiA Imaging Analysis Ltd|Michal  Yaacobi|77 Haenergia Street||Beer-Sheva||IL|8470912|8470912|09/02/2020|09/29/2020|SESE|RA|QIH|Summary|RA||Special|N||LVivo Seamless
K202557|Spectrum Medical Ltd|Colleen  Powell|Harrier 4, Meteor Business Park, Cheltenham Road East||Gloucester||GB|GL2 9QL|GL2 9QL|09/03/2020|10/02/2020|SESE|CV|DRY|Summary|CV||Special|N||Quantum Workstation 12 Elite
K202564|Philips Medical Systems DMC GmbH|Ming  Xiao|Röntgenstraße 24||Hamburg||DE|22335|22335|09/04/2020|09/30/2020|SESE|RA|MQB|Summary|RA||Special|Y||DigitalDiagnost C90
K202566|Big Blue Biotech, Inc.|Russ  Olsen|690 Canton Street, Suite 302||Westwood|MA|US|02090|02090|09/04/2020|09/30/2020|SESE|GU|EZD|Summary|GU||Traditional|Y||Wiygul Catheter
K202567|Guangzhou Wondfo Biotech Co., Ltd.|Yi  Mei|No. 8 Lizhishan Road, Science City||Guangzhou||CN|510641|510641|09/04/2020|09/25/2020|SESE|TX|NFT|Summary|TX||Traditional|N||Wondfo T-Dip Multi-Drug Urine Test Panel, Wondfo T-Dip Multi-Drug Urine Test Panel Rx
K202569|Responsive Arthroscopy LLC|Douglas  Kohrs|701 N. 3rd Street, Suite 208||Minneapolis|MN|US|55401|55401|09/04/2020|09/23/2020|SESE|OR|HWC|Summary|OR||Special|N||Responsive Arthroscopy Interference Screw System
K202572|DRGEM Corporation|Ki-Nam  Yang|7F E-B/D Gwangmyeong Techno-Park 60, Haan-ro||Gwangmyeong-si||KR|14322|14322|09/04/2020|09/24/2020|SESE|RA|KPR|Summary|RA||Special|N||GXR-Series Diagnostic X-Ray System
K202584|Boston Scientific Corporation|Kripa  Pandya|Three Scimed Place||Maple Grove|MN|US|55311|55311|09/08/2020|10/06/2020|SESE|CV|DYB|Summary|CV||Special|N||iSleeve Introducer Set
K202592|Stryker|Divya  Sekar|5900 Optical Ct||San Jose|CA|US|95138|95138|09/08/2020|10/08/2020|SESE|SU|GCJ|Summary|GU||Special|N||Adavanced Imaging Modality System (1688 4K Camera System With Advanced Imaging Modality, L11 LED Light Source with Adavanced Imaging Modality)
K202609|Stryker Corporation|Maya  Schiel|Boetzinger Strasse 41||Freiburg||DE|D-79111|D-79111|09/09/2020|10/09/2020|SESE|EN|PGW|Summary|NE||Special|N||Instrument Clamps Electromagnetic
K202633|Dürr Dental SE|Oliver  Lange|Höpfigheimer Str. 17||Bietigheim-Bissingen||DE|74321|74321|09/11/2020|10/07/2020|SESE|RA|MUH|Summary|DE||Special|N||ScanX Edge
K202665|Ethicon Endo-Surgery, LLC|Nathan  Anderson|475 Calle C||Guaynabo|PR|US|00969|00969|09/14/2020|10/15/2020|SESE|SU|GDW|Summary|SU||Special|N||Echelon Flex 45mm Powered Plus Articulating Endoscopic Linear cutters, Echelon Flex 60mm Powered Plus Articulating Endoscopic Linear cutters, Echelon Endopath Endoscopic Linear Cutter Reloads, 45mm, Echelon Endopath Endoscopic Linear Cutter Reloads, 60mm
K202666|Orthofix Inc.|Natalia  Volosen|3451 Plano Parkway||Lewisville|TX|US|75056|75056|09/14/2020|10/14/2020|SESE|OR|ODP|Summary|OR||Special|N||CONSTRUX Mini PTC Spacer System
K202680|OsteoMed LLC|Andrew "Drew"  Johnson|3885 Arapaho Road||Addison|TX|US|75001|75001|09/15/2020|10/15/2020|SESE|OR|HWC|Summary|OR||Special|N||OsteoMed ExtremiFix Mini & Small Cannulated Screw System
K202683|Siemens Medical Solutions, USA, Inc.|Christine  Dunbar|22010 S.E. 51st Street||Issaquah|WA|US|98029|98029|09/15/2020|10/15/2020|SESE|RA|IYN|Summary|RA||Special|N||ACUSON Sequoia Diagnostic Ultrasound System, ACUSON SC2000 Diagnostic Ultrasound System, ACUSON Freestyle Diagnostic Ultrasound System,ACUSON S1000, S2000, S3000 Diagnostic Ultrasound Systems, ACUSON P200 Diagnostic  Ultrasound System, ACUSON P500 Diagnostic Ultrasound System, ACUSON  NX3, NX3 Elit
K202685|Eon Dental Jordan LLC|Fadi  Samawi|385 King Abdullah II Street||Amman||JO|11810|11810|09/15/2020|09/28/2020|SESE|DE|NXC|Summary|DE||Traditional|Y||Eon Aligner
K202733|Spectrum Medical Ltd|Colleen  Powell|Harrier 4, Meteor Business Park, Cheltenham Road East||Gloucester||GB|GL2 9QL|GL2 9QL|09/18/2020|10/16/2020|SESE|CV|DTX|Summary|CV||Special|N||Quantum Ventilation Module
K202737|Canon Medical Systems Corporation|Paul  Biggins|1385 Shimoishigami||Otawara-shi||JP|324-8550|324-8550|09/18/2020|10/16/2020|SESE|RA|IYN|Summary|RA||Special|N||Aplio i900/i800/i700/i600 Diagnostic Ultrasound System, Aplio a550, Aplio a450, and Aplio a, Diagnostic Ultrasound System, Xario200G and Xario100G, Diagnostic Ultrasound System
K202740|Total Joint Orthopedics, Inc.|Chris  Weaber|1567 E. Stratford Avenue||Salt Lake City|UT|US|84106|84106|09/18/2020|10/09/2020|SESE|OR|JWH|Summary|OR||Special|N||Klassic Knee System Tibial Inserts, PS-Max
